ts,phase,gpu_mem_tree_gb,gpu_mem_total_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc_tree,rss_tree_gb,tree_pid_count
1778598453.12,init,0.000,0.000,0.0,5.26,119.64,0.0,0.0,0.02,2
1778598455.18,init,0.000,0.000,0.0,5.62,119.64,9.5,0.0,0.69,4
1778598457.26,setup/sh_6k,0.000,0.000,0.0,5.66,119.64,3.5,0.0,0.76,4
1778598459.32,setup/sh_6k,0.000,0.000,0.0,5.91,119.64,3.6,0.0,1.46,5
1778598461.39,indexing/sh_6k,0.412,0.412,1.0,6.54,119.64,2.2,0.0,1.72,5
1778598463.45,indexing/sh_6k,0.631,0.631,2.0,7.14,119.64,1.3,0.0,2.09,5
1778598465.51,indexing/sh_6k,1.041,1.041,1.0,7.91,119.64,1.4,0.0,2.43,5
1778598467.56,indexing/sh_6k,1.342,1.342,2.0,8.55,119.64,1.4,0.0,2.78,5
1778598469.62,indexing/sh_6k,1.861,1.861,2.0,9.50,119.64,1.3,0.0,3.22,5
1778598471.68,indexing/sh_6k,2.162,2.162,2.0,10.18,119.64,1.4,0.0,3.60,5
1778598473.74,indexing/sh_6k,2.572,2.572,2.0,10.95,119.64,1.6,0.0,3.95,5
1778598475.80,indexing/sh_6k,2.982,2.982,2.0,11.75,119.64,1.4,0.0,4.33,5
1778598477.86,indexing/sh_6k,4.225,4.225,2.0,14.11,119.64,2.1,0.0,5.43,5
1778598479.91,indexing/sh_6k,4.850,4.850,2.0,15.58,119.64,1.7,0.0,6.25,5
1778598481.96,indexing/sh_6k,5.178,5.178,2.0,12.15,119.64,2.1,0.0,1.88,5
1778598484.01,indexing/sh_6k,5.479,5.479,2.0,12.82,119.64,1.3,0.0,2.23,5
1778598486.06,indexing/sh_6k,6.299,6.299,2.0,13.98,119.64,1.6,0.0,2.98,5
1778598488.11,indexing/sh_6k,6.600,6.600,2.0,14.66,119.64,1.3,0.0,3.35,5
1778598490.17,indexing/sh_6k,7.010,7.010,2.0,15.41,119.64,1.5,0.0,3.70,5
1778598492.22,indexing/sh_6k,7.311,7.311,2.0,16.10,119.64,1.3,0.0,4.07,5
1778598494.28,indexing/sh_6k,8.049,8.049,1.0,17.39,119.64,1.7,0.0,4.80,5
1778598496.33,indexing/sh_6k,8.432,8.432,2.0,18.14,119.64,1.3,0.0,5.16,5
1778598498.38,indexing/sh_6k,8.869,8.869,2.0,18.95,119.64,1.3,0.0,5.53,5
1778598500.43,indexing/sh_6k,9.170,9.170,2.0,19.61,119.64,1.2,0.0,5.90,5
1778598502.49,indexing/sh_6k,9.471,9.471,0.0,15.87,119.64,2.0,0.0,1.64,5
1778598504.55,indexing/sh_6k,9.908,9.908,2.0,16.64,119.64,1.6,0.0,1.99,5
1778598506.61,indexing/sh_6k,10.619,10.619,2.0,17.89,119.64,1.6,0.0,2.74,5
1778598508.66,indexing/sh_6k,11.029,11.029,2.0,18.69,119.64,1.2,0.0,3.11,5
1778598510.72,indexing/sh_6k,11.330,11.330,1.0,19.38,119.64,1.4,0.0,3.47,5
1778598512.77,indexing/sh_6k,12.150,12.150,2.0,20.96,119.64,1.7,0.0,4.19,5
1778598514.83,indexing/sh_6k,12.451,12.451,2.0,21.63,119.64,1.1,0.0,4.57,5
