ts,phase,gpu_mem_tree_gb,gpu_mem_total_gb,gpu_util_pct,ram_used_gb,ram_total_gb,cpu_pct_sys,cpu_pct_proc_tree,rss_tree_gb,tree_pid_count
1778597983.35,init,0.000,0.000,0.0,5.11,119.64,0.0,0.0,0.03,2
1778597985.41,init,0.000,0.000,0.0,5.58,119.64,8.7,0.0,0.68,4
1778597987.50,setup/sh_6k,0.000,0.000,0.0,5.61,119.64,4.6,0.0,0.75,4
1778597989.56,setup/sh_6k,0.000,0.000,0.0,5.88,119.64,2.9,0.0,1.46,5
1778597991.62,indexing/sh_6k,0.412,0.412,1.0,6.56,119.64,2.4,0.0,1.72,5
1778597993.68,indexing/sh_6k,0.631,0.631,2.0,7.09,119.64,1.5,0.0,2.07,5
1778597995.73,indexing/sh_6k,1.041,1.041,2.0,7.87,119.64,1.3,0.0,2.43,5
1778597997.78,indexing/sh_6k,1.342,1.342,2.0,8.55,119.64,1.4,0.0,2.78,5
1778597999.84,indexing/sh_6k,1.861,1.861,3.0,9.51,119.64,1.3,0.0,3.22,5
1778598001.90,indexing/sh_6k,2.162,2.162,2.0,10.13,119.64,1.5,0.0,3.58,5
1778598003.95,indexing/sh_6k,2.572,2.572,2.0,10.92,119.64,1.3,0.0,3.94,5
1778598006.00,indexing/sh_6k,2.873,2.873,2.0,11.55,119.64,1.4,0.0,4.28,5
1778598008.05,indexing/sh_6k,3.393,3.393,2.0,12.44,119.64,1.4,0.0,4.72,5
1778598010.10,indexing/sh_6k,4.850,4.850,2.0,15.52,119.64,2.3,0.0,6.21,5
1778598012.15,indexing/sh_6k,5.178,5.178,2.0,11.90,119.64,2.1,0.0,1.86,5
1778598014.20,indexing/sh_6k,5.479,5.479,2.0,12.71,119.64,1.3,0.0,2.23,5
1778598016.26,indexing/sh_6k,6.299,6.299,2.0,13.86,119.64,1.6,0.0,2.98,5
1778598018.31,indexing/sh_6k,6.600,6.600,2.0,14.55,119.64,1.3,0.0,3.34,5
1778598020.37,indexing/sh_6k,7.010,7.010,2.0,15.32,119.64,1.4,0.0,3.68,5
1778598022.43,indexing/sh_6k,7.311,7.311,2.0,15.94,119.64,1.4,0.0,4.04,5
1778598024.49,indexing/sh_6k,8.049,8.049,2.0,17.32,119.64,1.7,0.0,4.76,5
1778598026.55,indexing/sh_6k,8.400,8.400,2.0,18.07,119.64,1.3,0.0,5.12,5
1778598028.61,indexing/sh_6k,8.760,8.760,2.0,18.78,119.64,1.3,0.0,5.49,5
1778598030.66,indexing/sh_6k,9.170,9.170,2.0,19.56,119.64,1.4,0.0,5.84,5
1778598032.72,indexing/sh_6k,9.471,9.471,2.0,20.17,119.64,1.4,0.0,6.19,5
1778598034.78,indexing/sh_6k,9.799,9.799,2.0,16.40,119.64,2.1,0.0,1.91,5
1778598036.85,indexing/sh_6k,10.510,10.510,2.0,17.71,119.64,1.7,0.0,2.65,5
1778598038.91,indexing/sh_6k,10.920,10.920,2.0,18.52,119.64,1.3,0.0,3.02,5
1778598040.97,indexing/sh_6k,11.330,11.330,1.0,19.14,119.64,1.3,0.0,3.37,5
1778598043.03,indexing/sh_6k,11.631,11.631,2.0,19.96,119.64,1.4,0.0,3.75,5
1778598045.09,indexing/sh_6k,12.369,12.369,2.0,21.43,119.64,1.6,0.0,4.47,5
1778598047.14,indexing/sh_6k,12.779,12.779,2.0,22.20,119.64,1.3,0.0,4.84,5
1778598049.20,indexing/sh_6k,13.080,13.080,2.0,22.84,119.64,1.4,0.0,5.17,5
1778598051.25,indexing/sh_6k,13.490,13.490,2.0,23.48,119.64,1.3,0.0,5.52,5
1778598053.30,indexing/sh_6k,13.791,13.791,2.0,24.25,119.64,1.4,0.0,5.87,5
1778598055.35,indexing/sh_6k,14.092,14.092,2.0,24.89,119.64,1.3,0.0,6.20,5
1778598057.41,indexing/sh_6k,14.393,14.393,2.0,21.00,119.64,2.2,0.0,1.83,5
1778598059.46,indexing/sh_6k,14.830,14.830,2.0,21.81,119.64,1.3,0.0,2.19,5
